2014-03-11,74.720001,74.970001,74.199997,74.919998,68.155685,9005600
2014-03-12,74.849998,75.75,74.82,75.529999,68.710609,8627600
2014-03-13,75.709999,76.18,74.910004,74.93,68.16478,5824500
2014-03-14,74.669998,75.07,74.269997,74.279999,67.573456,6619000
2014-03-17,74.300003,74.849998,74.010002,74.68,67.937347,5780400
2014-03-18,74.660004,74.989998,74.449997,74.769997,68.019234,3943800
2014-03-19,74.559998,75.110001,74.019997,74.379997,67.664429,5761100
2014-03-20,74.019997,75.68,73.860001,75.379997,68.574142,8637500
2014-03-21,75.889999,77.019997,75.449997,76.099998,69.229141,17160200
2014-03-24,76.209999,76.800003,76.110001,76.760002,69.829552,7279500
2014-03-25,76.879997,77.139999,76.160004,76.870003,69.929626,7382200
2014-03-26,77.080002,77.529999,76.230003,76.230003,69.347404,7727800
2014-03-27,76.379997,76.82,76.040001,76.139999,69.265526,5596600
2014-03-28,76.260002,76.599998,75.769997,76.010002,69.147285,5871100
2014-03-31,76.349998,76.779999,76.019997,76.43,69.529358,4695600
2014-04-01,76.760002,77.25,76.540001,76.769997,69.838654,5770000
2014-04-02,76.580002,77.190002,76.339996,77.18,70.211624,6078100
2014-04-03,77.199997,77.550003,77.0,77.459999,70.466354,6040500
2014-04-04,77.580002,77.900002,77.25,77.309998,70.329895,6760200
2014-04-07,77.230003,77.720001,77.089996,77.309998,70.329895,7675700
2014-04-08,77.089996,78.309998,76.800003,78.18,71.121353,7498700
2014-04-09,78.199997,78.220001,77.279999,77.970001,70.930305,6877800
2014-04-10,77.949997,78.139999,76.650002,76.889999,69.947815,7599600
2014-04-11,76.779999,77.230003,76.290001,76.5,69.593033,7979000
2014-04-14,76.940002,77.550003,76.790001,77.379997,70.393585,5375900
2014-04-15,77.029999,77.309998,76.440002,76.879997,69.938705,6928600
2014-04-16,77.309998,77.470001,77.029999,77.220001,70.248024,5036800
2014-04-17,77.080002,77.75,77.080002,77.660004,70.648293,6964700
2014-04-21,77.410004,77.730003,77.18,77.599998,70.593704,4595100
2014-04-22,77.519997,77.830002,77.389999,77.559998,70.557312,6465500
2014-04-23,77.82,78.279999,77.57,78.040001,70.993988,5806200
2014-04-24,78.169998,78.470001,77.699997,78.309998,71.239601,4347500
2014-04-25,78.309998,78.779999,78.019997,78.620003,71.521622,5392600
2014-04-28,78.860001,79.989998,78.830002,79.760002,72.558701,9598700
2014-04-29,79.839996,79.870003,79.57,79.669998,72.476814,4695700
2014-04-30,79.589996,79.93,79.510002,79.709999,72.513191,6111700
2014-05-01,79.730003,79.730003,79.160004,79.699997,72.50412,5098000
2014-05-02,79.599998,79.760002,79.010002,79.120003,71.976471,5620000
2014-05-05,78.860001,78.949997,78.510002,78.620003,71.521622,4591000
2014-05-06,78.330002,78.389999,77.970001,78.010002,70.96669,5638900
2014-05-07,77.849998,78.099998,77.529999,77.959999,71.360298,6086200
2014-05-08,78.0,78.830002,78.0,78.690002,72.028488,4820600
2014-05-09,78.519997,79.279999,78.519997,79.199997,72.495323,4896400
2014-05-12,78.949997,79.230003,78.650002,79.150002,72.449547,5999800
2014-05-13,79.169998,79.370003,78.989998,79.139999,72.440392,4363700
2014-05-14,79.050003,79.050003,78.07,78.739998,72.074257,5608300
2014-05-15,76.279999,77.440002,76.25,76.830002,70.325951,13035800
2014-05-16,77.0,77.379997,76.650002,77.010002,70.490715,7243800
2014-05-19,77.110001,77.129997,76.5,76.610001,70.124573,6131300
2014-05-20,76.360001,76.370003,75.519997,75.690002,69.282471,7436700
2014-05-21,75.940002,75.959999,75.269997,75.660004,69.255005,5704100
2014-05-22,75.790001,75.919998,75.239998,75.389999,69.007858,5243700
2014-05-23,75.559998,75.75,75.43,75.610001,69.209229,3703600
2014-05-27,75.709999,75.809998,75.290001,75.589996,69.190918,5370800
2014-05-28,75.379997,75.940002,75.339996,75.529999,69.136009,5036900
2014-05-29,75.669998,76.190002,75.57,75.980003,69.547897,4003500
2014-05-30,76.059998,76.809998,76.010002,76.769997,70.271027,5964800
2014-06-02,76.580002,77.110001,76.470001,76.760002,70.261879,4390400
2014-06-03,76.739998,76.970001,76.360001,76.709999,70.216103,7213600
2014-06-04,76.599998,77.300003,76.529999,77.129997,70.600555,6199900
2014-06-05,77.050003,77.440002,76.870003,77.32,70.774483,4695800
2014-06-06,77.459999,77.589996,77.07,77.209999,70.673782,4188900
2014-06-09,77.07,77.760002,76.699997,77.010002,70.490715,5547600
2014-06-10,76.809998,76.940002,76.510002,76.620003,70.13372,3365700
2014-06-11,76.550003,76.739998,76.050003,76.160004,69.712677,4463300
2014-06-12,76.050003,76.190002,75.580002,75.730003,69.319077,5336600
2014-06-13,75.669998,75.760002,75.120003,75.279999,68.907166,4981500
2014-06-16,75.110001,75.480003,75.019997,75.339996,68.962074,3846900
2014-06-17,75.290001,75.419998,74.919998,74.989998,68.641701,6544200
2014-06-18,75.040001,75.959999,74.919998,75.699997,69.291618,6740700
2014-06-19,75.879997,76.279999,75.800003,75.870003,69.447227,5255300
2014-06-20,76.160004,76.169998,75.120003,75.68,69.273315,11330700
2014-06-23,75.559998,75.940002,75.300003,75.790001,69.373985,4267400
2014-06-24,76.029999,76.209999,75.68,75.970001,69.53875,5652300
2014-06-25,75.760002,75.839996,75.279999,75.620003,69.218399,4318200
2014-06-26,75.519997,75.610001,74.699997,74.910004,68.568504,6922100
2014-06-27,74.800003,75.379997,74.669998,75.339996,68.962074,13960800
2014-06-30,75.400002,75.690002,74.940002,75.07,68.714958,6653800
2014-07-01,75.269997,75.419998,74.75,75.279999,68.907166,6604500
2014-07-02,75.260002,75.900002,75.25,75.620003,69.218399,4366800
2014-07-03,75.610001,76.050003,75.519997,75.75,69.337379,2874000
2014-07-07,75.690002,76.209999,75.550003,76.07,69.630287,5028000
2014-07-08,76.089996,76.980003,76.029999,76.650002,70.161194,7960500
2014-07-09,76.769997,77.330002,76.620003,77.209999,70.673782,6240100
2014-07-10,76.910004,77.57,76.910004,77.059998,70.536476,5372500
2014-07-11,76.870003,76.970001,76.559998,76.82,70.316803,4547500
2014-07-14,77.129997,77.25,76.480003,76.550003,70.069664,4822900
2014-07-15,76.559998,76.93,76.559998,76.839996,70.335114,4656900
2014-07-16,76.900002,77.050003,76.699997,76.860001,70.353416,3724200
2014-07-17,76.580002,77.050003,76.440002,76.610001,70.124573,4630300
2014-07-18,76.620003,77.099998,76.510002,77.089996,70.563927,4913300
2014-07-21,76.760002,76.910004,76.480003,76.769997,70.271027,3457600
2014-07-22,76.839996,76.889999,76.400002,76.639999,70.152031,4383200
2014-07-23,76.629997,77.059998,76.589996,76.989998,70.472397,3994300
2014-07-24,76.68,76.790001,76.190002,76.349998,69.886574,7228300
2014-07-25,76.190002,76.360001,75.800003,75.970001,69.53875,3948400
2014-07-28,75.43,75.93,75.360001,75.709999,69.300766,5509900
2014-07-29,75.209999,76.010002,75.150002,75.440002,69.053635,6293500
2014-07-30,75.879997,75.919998,74.669998,74.779999,68.449493,9977200
2014-07-31,73.989998,74.25,73.540001,73.580002,67.351059,9631600
2014-08-01,73.32,73.879997,73.220001,73.540001,67.314468,8223900
2014-08-04,73.379997,73.629997,73.059998,73.540001,67.314468,5402100
2014-08-05,73.309998,73.519997,72.769997,73.339996,67.131386,10579900
2014-08-06,73.190002,74.290001,73.18,74.199997,68.366043,7934800
2014-08-07,74.339996,74.809998,73.760002,73.949997,68.135696,7049000
2014-08-08,74.059998,74.730003,73.849998,74.669998,68.799088,4996300
2014-08-11,74.290001,74.599998,74.019997,74.360001,68.513458,4721400
2014-08-12,74.309998,74.440002,74.010002,74.220001,68.384468,3928200
2014-08-13,74.269997,74.410004,73.510002,74.029999,68.209404,6619100
2014-08-14,73.889999,74.43,73.610001,74.389999,68.541092,6136300
2014-08-15,74.650002,74.650002,73.489998,73.900002,68.08963,6942700
2014-08-18,74.150002,74.68,74.050003,74.489998,68.633232,4015700
2014-08-19,74.809998,74.940002,74.139999,74.879997,68.992592,5047900
2014-08-20,74.830002,75.050003,74.510002,74.959999,69.066284,4898300
2014-08-21,75.059998,75.910004,75.0,75.550003,69.609909,5260600
2014-08-22,75.779999,76.199997,75.639999,75.730003,69.775742,4137800
2014-08-25,75.93,76.019997,75.510002,75.690002,69.738899,3393600
2014-08-26,75.830002,76.150002,75.440002,75.519997,69.58226,4222900
2014-08-27,75.510002,75.860001,75.440002,75.849998,69.886322,3200400
2014-08-28,75.470001,75.940002,75.470001,75.900002,69.932373,2923700
2014-08-29,75.75,75.879997,75.290001,75.5,69.56382,5080500
2014-09-02,75.419998,75.940002,75.410004,75.75,69.794174,4532400
2014-09-03,75.949997,76.330002,75.879997,76.010002,70.033745,4709400
2014-09-04,76.160004,76.599998,76.110001,76.559998,70.540482,5282300
2014-09-05,76.519997,77.730003,76.480003,77.510002,71.415794,7841800
2014-09-08,77.129997,77.32,76.43,76.529999,70.51284,5938900
2014-09-09,76.559998,77.0,76.169998,76.739998,70.706322,5632000
2014-09-10,76.790001,77.080002,76.370003,76.510002,70.494408,6697100
2014-09-11,76.349998,76.440002,76.089996,76.099998,70.116646,4953300
2014-09-12,75.970001,76.050003,75.660004,75.769997,69.812614,5652300
2014-09-15,75.779999,75.889999,75.610001,75.809998,69.849457,3748500
2014-09-16,75.639999,76.57,75.599998,76.32,70.319344,4109500
2014-09-17,76.360001,76.470001,76.010002,76.239998,70.245644,4239000
2014-09-18,76.309998,76.580002,75.910004,76.220001,70.227226,4751700
2014-09-19,76.449997,77.07,76.379997,76.839996,70.79847,13323500
2014-09-22,76.790001,76.860001,76.25,76.309998,70.310143,4450700
2014-09-23,76.0,76.220001,75.57,75.599998,69.655968,6708000
2014-09-24,75.730003,77.309998,75.699997,77.080002,71.019615,8434600
2014-09-25,76.93,77.050003,76.120003,76.120003,70.135078,4963500
2014-09-26,76.25,76.57,75.860001,76.489998,70.475998,3752900
2014-09-29,76.059998,76.25,75.650002,76.080002,70.098228,4959300
2014-09-30,76.040001,76.720001,75.769997,76.470001,70.45755,5640700
2014-10-01,76.510002,76.860001,75.910004,76.120003,70.135078,6524900
2014-10-02,76.209999,76.910004,75.959999,76.230003,70.23645,4921200
2014-10-03,76.57,77.480003,76.529999,77.32,71.240738,5819700
2014-10-06,77.050003,77.919998,76.989998,77.349998,71.268372,5429700
2014-10-07,77.029999,77.690002,76.720001,77.300003,71.222305,7059900
2014-10-08,77.410004,78.489998,76.809998,78.239998,72.088402,8107100
2014-10-09,78.110001,78.830002,77.660004,77.860001,71.738266,7072700
2014-10-10,77.93,79.370003,77.93,78.290001,72.134468,10078000
2014-10-13,78.029999,78.580002,77.449997,77.559998,71.461853,8201200
2014-10-14,77.830002,78.629997,77.669998,77.980003,71.848839,7901100
2014-10-15,77.580002,77.690002,74.360001,75.199997,69.287415,21057700
2014-10-16,73.230003,74.07,72.610001,73.82,68.01593,14346600
2014-10-17,74.18,74.5,73.029999,74.099998,68.273918,11462300
2014-10-20,74.139999,75.220001,73.919998,75.139999,69.23214,7040700
2014-10-21,75.18,76.199997,75.010002,76.019997,70.042938,8299700
2014-10-22,76.470001,76.660004,76.010002,76.029999,70.052139,5927600
2014-10-23,76.370003,76.650002,75.779999,76.25,70.254845,6367100
2014-10-24,76.129997,76.5,75.5,76.379997,70.374641,4479600
2014-10-27,76.330002,76.980003,76.309998,76.589996,70.568108,4107400
2014-10-28,76.629997,76.800003,76.0,76.349998,70.346985,4979600
2014-10-29,76.550003,76.639999,75.970001,76.389999,70.383858,5759700
2014-10-30,76.169998,76.599998,75.980003,76.449997,70.439133,4872400
2014-10-31,76.889999,77.400002,76.010002,76.269997,70.273285,7570700
2014-11-03,76.349998,76.379997,75.589996,76.279999,70.282494,6894400
2014-11-04,76.489998,77.370003,76.279999,77.260002,71.185455,6904900
2014-11-05,77.870003,78.230003,77.300003,77.699997,71.590843,5673800
2014-11-06,78.150002,78.18,77.169998,77.809998,71.692192,4621900
2014-11-07,77.839996,79.080002,77.610001,78.769997,72.576729,9498800
2014-11-10,78.599998,80.129997,78.419998,79.440002,73.194046,12640500
2014-11-11,79.400002,79.419998,78.849998,79.010002,72.797867,5602400
2014-11-12,78.830002,79.440002,78.650002,79.199997,72.9729,6791200
2014-11-13,80.959999,83.059998,80.860001,82.940002,76.418854,22812400
2014-11-14,82.580002,83.150002,82.099998,82.959999,76.437279,10636600
2014-11-17,82.580002,83.720001,82.529999,83.57,76.999329,7993400
2014-11-18,83.5,83.919998,83.339996,83.790001,77.202026,6096400
2014-11-19,83.959999,85.639999,83.919998,84.989998,78.307686,12189800
2014-11-20,84.809998,85.290001,84.040001,84.580002,77.929924,7812700
2014-11-21,85.339996,85.440002,84.580002,84.650002,77.994408,6649600
2014-11-24,84.849998,85.610001,84.769997,85.400002,78.68544,7995500
2014-11-25,85.5,85.510002,84.389999,84.949997,78.270821,6675500
2014-11-26,84.900002,85.110001,84.480003,84.980003,78.298462,3942800
2014-11-28,86.18,88.089996,85.900002,87.540001,80.657181,7820600
2014-12-01,86.720001,87.07,85.75,86.220001,79.440971,9140900
2014-12-02,86.269997,86.699997,85.93,86.400002,79.606827,6766300
2014-12-03,85.949997,86.0,84.68,84.940002,78.698837,6374300
2014-12-04,84.129997,84.82,83.650002,84.760002,78.532051,6901400
2014-12-05,84.809998,84.82,83.510002,84.120003,77.939087,6570100
2014-12-08,84.150002,84.669998,83.849998,84.230003,78.041008,6266000
2014-12-09,83.650002,84.209999,82.650002,83.559998,77.420235,6633600
2014-12-10,83.93,84.309998,82.900002,82.980003,76.882835,6973600
2014-12-11,83.199997,84.5,83.160004,83.830002,77.670387,8032800
2014-12-12,83.519997,85.0,83.519997,83.809998,77.651848,7284100
2014-12-15,84.260002,84.699997,83.050003,83.940002,77.772316,6317700
2014-12-16,83.620003,84.760002,82.940002,82.959999,76.864311,7437400
2014-12-17,83.279999,84.260002,82.949997,84.230003,78.041008,6641000
2014-12-18,84.800003,85.949997,84.279999,85.940002,79.625351,8645900
2014-12-19,86.260002,86.339996,85.160004,85.160004,78.902664,12068800
2014-12-22,85.32,86.400002,85.290001,86.379997,80.033035,4575800
2014-12-23,86.690002,87.080002,86.360001,86.660004,80.29245,5552600
2014-12-24,86.970001,87.07,86.389999,86.43,80.079338,2491800
2014-12-26,86.18,87.139999,86.010002,86.910004,80.524078,3249300
2014-12-29,86.459999,87.07,86.400002,86.639999,80.273911,3605600
2014-12-30,86.519997,87.129997,86.480003,86.790001,80.412903,3265400
2014-12-31,87.080002,87.440002,85.860001,85.879997,79.569763,4151400
2015-01-02,86.269997,86.720001,85.550003,85.900002,79.588287,4501800
2015-01-05,85.720001,86.32,85.510002,85.650002,79.356651,6979000
2015-01-06,85.980003,86.75,85.790001,86.309998,79.968155,8205100
2015-01-07,86.779999,88.68,86.669998,88.599998,82.089905,8498400
2015-01-08,89.209999,90.669998,89.07,90.470001,83.82251,12713600
2015-01-09,90.32,90.389999,89.25,89.349998,82.78479,8522500
2015-01-12,89.360001,90.309998,89.220001,90.019997,83.405556,7372500
2015-01-13,90.800003,90.970001,88.93,89.309998,82.747734,8215400
2015-01-14,87.650002,88.519997,86.5,86.610001,80.246132,11745600
2015-01-15,87.0,87.779999,86.699997,87.379997,80.959541,9412700
2015-01-16,87.199997,87.459999,86.230003,86.769997,80.394363,8408900
2015-01-20,86.82,87.699997,85.550003,86.690002,80.320251,7853100
2015-01-21,86.099998,86.910004,85.709999,86.639999,80.273911,8173800
2015-01-22,87.230003,88.400002,86.860001,88.300003,81.811943,7123800
2015-01-23,88.419998,89.260002,87.889999,88.510002,82.006516,7565800
2015-01-26,88.309998,89.160004,88.120003,88.629997,82.117691,4666700
2015-01-27,88.279999,88.459999,87.260002,87.529999,81.098518,6020500
2015-01-28,88.019997,88.230003,86.769997,86.82,80.440697,5936800
2015-01-29,87.07,87.720001,86.269997,87.720001,81.274567,6522800
2015-01-30,86.779999,87.360001,84.900002,84.980003,78.735893,10280200
2015-02-02,84.790001,85.870003,83.93,85.709999,79.412254,6927200
2015-02-03,85.830002,86.529999,85.660004,86.190002,79.856987,8283500
2015-02-04,86.110001,87.040001,86.0,86.650002,80.283173,8932300
2015-02-05,87.110001,87.360001,86.559998,87.279999,80.86689,5090800
2015-02-06,87.260002,88.0,86.779999,87.330002,80.913223,5617600
2015-02-09,86.970001,87.190002,85.639999,85.910004,79.597557,5456200
2015-02-10,86.620003,87.410004,86.419998,87.290001,80.876152,5732100
2015-02-11,86.629997,87.120003,85.919998,86.339996,79.995964,5853100
2015-02-12,86.559998,86.68,85.230003,85.889999,79.579018,6941600
2015-02-13,85.839996,86.160004,85.32,85.809998,79.504898,5597000
2015-02-17,85.43,85.970001,84.970001,85.959999,79.643875,5087200
2015-02-18,85.959999,86.300003,85.519997,86.290001,79.949623,6032700
2015-02-19,84.5,84.800003,83.389999,83.519997,77.383163,18646800
2015-02-20,82.730003,84.379997,82.550003,84.300003,78.105865,13840400
2015-02-23,84.389999,84.860001,84.230003,84.599998,78.383797,6730400
2015-02-24,84.519997,84.82,83.919998,84.57,78.35601,5197700
2015-02-25,84.629997,84.720001,83.519997,83.57,77.429489,6808400
2015-02-26,83.849998,83.860001,83.269997,83.800003,77.642601,5888100
2015-02-27,83.720001,84.160004,83.400002,83.93,77.763046,5877400
2015-03-02,83.93,84.0,83.199997,83.959999,77.790833,6061500
2015-03-03,83.660004,83.82,83.169998,83.370003,77.244171,6460800
2015-03-04,83.209999,83.209999,82.199997,82.580002,76.512222,6214400
2015-03-05,83.150002,83.870003,82.959999,83.57,77.429489,5997500
2015-03-06,82.809998,83.099998,82.379997,82.589996,76.5215,5731000
2015-03-09,82.589996,83.339996,82.540001,82.879997,76.790192,4671500
2015-03-10,82.269997,82.5,82.07,82.07,76.039696,6311100
2015-03-11,81.82,81.970001,80.540001,80.690002,75.210152,6160900
2015-03-12,80.809998,82.120003,80.779999,81.900002,76.337975,5225800
2015-03-13,81.949997,82.25,81.290001,81.900002,76.337975,4762200
2015-03-16,82.449997,83.370003,82.440002,83.290001,77.633583,6519100
2015-03-17,82.980003,83.010002,82.239998,82.620003,77.009087,4802000
2015-03-18,81.980003,82.959999,81.160004,82.529999,76.925201,10252300
2015-03-19,82.330002,82.440002,81.370003,81.519997,75.983788,7212900
2015-03-20,81.830002,83.489998,81.709999,83.239998,77.586975,12365300
2015-03-23,83.18,83.900002,83.120003,83.309998,77.652222,6505700
2015-03-24,83.190002,83.709999,82.959999,83.050003,77.409882,5359100
2015-03-25,83.089996,83.25,81.309998,81.32,75.797363,6645900
2015-03-26,80.93,82.309998,80.650002,81.889999,76.328659,8267200
2015-03-27,81.849998,82.18,81.25,81.349998,75.82534,5717400
2015-03-30,81.699997,82.800003,81.43,82.529999,76.925201,5701700
2015-03-31,82.389999,83.040001,82.25,82.25,76.6642,5587700
2015-04-01,82.279999,82.279999,80.43,80.709999,75.22879,8306700
2015-04-02,80.730003,81.32,80.550003,80.730003,75.247437,5795700
2015-04-06,80.459999,81.330002,80.150002,80.989998,75.489769,6380700
2015-04-07,81.089996,81.290001,80.459999,80.5,75.033043,6606100
2015-04-08,80.389999,81.230003,80.360001,81.029999,75.527069,6694700
2015-04-09,80.839996,81.389999,80.580002,80.839996,75.349976,3923600
2015-04-10,80.860001,81.0,80.550003,80.650002,75.172867,5480300
2015-04-13,80.400002,80.919998,80.269997,80.290001,74.837318,4698100
2015-04-14,80.290001,80.419998,79.68,80.150002,74.706818,5531700
2015-04-15,80.580002,80.980003,79.650002,79.739998,74.324669,6200400
2015-04-16,79.5,79.889999,79.129997,79.239998,73.85862,8015100
2015-04-17,78.940002,79.150002,77.550003,77.879997,72.590965,11822800
2015-04-20,78.389999,78.830002,78.019997,78.139999,72.833328,8847600
2015-04-21,78.610001,78.839996,77.910004,78.029999,72.730804,6200200
2015-04-22,77.730003,78.639999,77.550003,78.43,73.10363,7594700
2015-04-23,78.379997,79.540001,78.199997,79.18,73.802696,7468900
2015-04-24,79.379997,80.93,79.239998,79.839996,74.417877,6867800
2015-04-27,79.769997,79.860001,79.290001,79.370003,73.979797,6449800
2015-04-28,79.459999,79.480003,78.769997,79.099998,73.728127,4895900
2015-04-29,78.699997,78.790001,77.790001,77.879997,72.590965,7108400
2015-04-30,77.830002,78.480003,77.589996,78.050003,72.749443,8795900
2015-05-01,78.199997,78.760002,78.169998,78.599998,73.262085,4999700
2015-05-04,78.980003,79.550003,78.459999,79.18,73.802696,6669200
2015-05-05,79.010002,79.010002,78.059998,78.129997,72.824013,5855400
2015-05-06,77.919998,78.120003,77.169998,77.650002,72.833389,5480100
2015-05-07,77.730003,78.339996,77.300003,78.029999,73.189827,5538100
2015-05-08,78.599998,79.25,78.400002,78.529999,73.658798,5347400
2015-05-11,78.32,78.610001,78.029999,78.099998,73.255478,3744900
2015-05-12,78.019997,79.480003,77.870003,78.959999,74.062119,8449000
2015-05-13,79.18,79.43,77.980003,78.160004,73.311752,8421200
2015-05-14,78.370003,78.769997,78.019997,78.720001,73.837013,6170200
2015-05-15,78.709999,79.25,78.57,79.239998,74.324768,6617200
2015-05-18,79.370003,79.940002,79.160004,79.919998,74.962578,8300300
2015-05-19,78.18,78.360001,76.230003,76.43,71.689056,22458600
2015-05-20,76.480003,76.5,75.830002,75.900002,71.191933,10541900
2015-05-21,75.800003,76.419998,75.559998,76.110001,71.388908,6756200
2015-05-22,76.199997,76.379997,75.860001,75.860001,71.154419,6815000
2015-05-26,75.769997,75.830002,74.82,74.900002,70.253967,10573600
2015-05-27,75.010002,75.510002,75.0,75.190002,70.525986,6987100
2015-05-28,75.07,75.160004,74.650002,74.839996,70.197693,5025500
2015-05-29,74.82,74.879997,74.150002,74.269997,69.663048,6375100
2015-06-01,74.690002,75.080002,74.410004,74.730003,70.094528,5646000
2015-06-02,74.540001,75.0,74.419998,74.529999,69.906914,5797800
2015-06-03,74.699997,75.199997,74.470001,74.889999,70.244583,6068500
2015-06-04,74.459999,74.980003,73.949997,74.150002,69.550499,8982800
2015-06-05,74.169998,74.269997,72.980003,73.059998,68.528091,10635100
2015-06-08,73.43,73.489998,72.599998,72.610001,68.10601,9593000
2015-06-09,72.699997,72.849998,72.360001,72.470001,67.974701,8335600
2015-06-10,72.709999,73.330002,72.339996,72.93,68.406166,11215800
2015-06-11,73.230003,73.669998,72.839996,72.940002,68.41555,7420000
2015-06-12,72.739998,72.900002,72.400002,72.43,67.93718,7246600
2015-06-15,72.199997,72.400002,71.699997,71.93,67.468201,7566800
2015-06-16,72.220001,72.580002,71.720001,72.349998,67.862137,6215600
2015-06-17,72.629997,72.900002,72.339996,72.730003,68.218582,5703900
2015-06-18,72.739998,73.480003,72.739998,72.980003,68.453072,8376600
2015-06-19,72.800003,73.220001,72.699997,72.739998,68.227936,14550700
2015-06-22,72.980003,73.190002,72.690002,72.790001,68.274857,6489500
2015-06-23,72.889999,72.940002,72.339996,72.57,68.068497,7876300
2015-06-24,72.559998,72.650002,72.139999,72.379997,67.890282,7338400
2015-06-25,72.449997,72.629997,71.830002,71.860001,67.402542,5293200
2015-06-26,71.959999,72.459999,71.870003,72.120003,67.646416,6897800
2015-06-29,71.800003,72.0,71.410004,71.419998,66.989838,8187800
2015-06-30,71.809998,71.809998,70.779999,70.93,66.530235,11102600
2015-07-01,71.599998,71.949997,70.360001,71.879997,67.421288,10773900
2015-07-02,72.019997,72.559998,71.660004,71.860001,67.402542,6586100
2015-07-06,71.379997,72.690002,71.379997,72.529999,68.030983,10536500
2015-07-07,72.660004,73.860001,72.0,73.790001,69.212822,12421300
2015-07-08,73.300003,73.589996,72.900002,73.059998,68.528091,7791000
2015-07-09,73.669998,73.730003,72.709999,72.779999,68.265472,8670500
2015-07-10,73.080002,73.550003,73.080002,73.120003,68.584389,5579300
2015-07-13,73.510002,74.110001,73.510002,73.879997,69.297241,6084500
2015-07-14,73.980003,74.089996,73.480003,73.790001,69.212822,5518200
2015-07-15,73.589996,73.900002,73.190002,73.650002,69.081512,4566700
2015-07-16,73.970001,74.139999,73.760002,73.830002,69.250343,5231700
2015-07-17,73.739998,74.07,73.309998,73.389999,68.837639,5680600
2015-07-20,73.349998,73.440002,73.059998,73.099998,68.565613,5085600
2015-07-21,73.099998,73.290001,72.529999,72.739998,68.227936,6441100
2015-07-22,72.779999,73.82,72.779999,73.160004,68.621918,6961600
2015-07-23,73.07,73.220001,72.419998,72.510002,68.012222,4252900
2015-07-24,72.529999,72.559998,71.5,71.580002,67.1399,5951100
2015-07-27,71.379997,71.650002,71.010002,71.379997,66.952309,6197600
